timestamp,host,level,message,Sentiment,Confidence,Keyword_cluster
2025-01-27 00:05:00,,INFO,User alice.smith@test.com logged in from IP 192.168.0.27. Login duration: 10 minutes.,Negative,0.3265518546104431,logging
2025-01-27 00:12:00,,ERROR,Phone number 9876543210 could not be added due to a duplicate record conflict in the database.,Negative,0.4765889644622803,database
2025-01-27 00:15:00,,INFO,Kubernetes pod scaled up successfully. New replicas: 5.,Positive,0.7399508357048035,unknown
2025-01-27 00:16:00,,ERROR,Failed to consume message from topic 'topic_orders' using Docker. Error: TimeoutException after 30 seconds.,Negative,0.7010474801063538,kafka
2025-01-27 00:21:00,,INFO,Task 'task_etl' in DAG 'dag_sales_pipeline' completed successfully in 45 seconds.,Positive,0.5539902448654175,airflow
2025-01-27 00:30:00,,ERROR,Failed to consume message from topic 'topic_transactions' using Python. Error: TimeoutException after 30 seconds.,Negative,0.6504471898078918,kafka
2025-01-27 00:34:00,,ERROR,Phone number 9876543210 could not be added due to a duplicate record conflict in the database.,Negative,0.4765889644622803,database
2025-01-27 00:39:00,,INFO,Azure operation completed successfully. Processed 1500 records in 2.35 seconds.,Positive,0.7276561260223389,unknown
2025-01-27 01:00:00,,ERROR,Task 'task_data_validation' in DAG 'dag_model_training' failed after 3 retries. Error: Data validation error in step 2.,Negative,0.45954233407974243,airflow
2025-01-27 01:05:00,,INFO,POST request to /healthcheck succeeded. Response code: 200 OK. Response size: 1.2MB.,Neutral,0.26050737500190735,unknown
2025-01-27 01:07:00,,INFO,Published message to topic 'topic_events' using Java. Message delivery confirmed after 10 retries.,Negative,0.28579145669937134,kafka
2025-01-27 01:09:00,,INFO,DELETE request to /admin/dashboard succeeded. Response code: 200 OK. Response size: 1.2MB.,Negative,0.3834918141365051,api
2025-01-27 01:16:00,,INFO,CPU usage is 61%. Threshold not exceeded. System operating normally.,Neutral,0.4053385257720947,server
2025-01-27 01:21:00,,INFO,Phone number 9876543210 was successfully added to the system.,Positive,0.6177730560302734,unknown
2025-01-27 01:31:00,,ERROR,Phone number 9988776655 could not be added due to a duplicate record conflict in the database.,Negative,0.45775917172431946,database
2025-01-27 01:32:00,,ERROR,Phone number 9876543210 could not be added due to a duplicate record conflict in the database.,Negative,0.4765889644622803,database
2025-01-27 01:42:00,,INFO,Task 'task_data_validation' in DAG 'dag_sales_pipeline' completed successfully in 45 seconds.,Positive,0.4948080778121948,airflow
2025-01-27 01:49:00,,INFO,Docker container started successfully for service Airflow. Container ID: abcd1234efgh5678.,Positive,0.5006253719329834,unknown
2025-01-27 01:50:00,,INFO,CPU usage is 34%. Threshold not exceeded. System operating normally.,Neutral,0.3977748155593872,server
2025-01-27 01:59:00,,INFO,Phone number 9876543210 was successfully added to the system.,Positive,0.6177730560302734,unknown
2025-01-27 02:06:00,,INFO,Published message to topic 'topic_orders' using AWS. Message delivery confirmed after 10 retries.,Negative,0.3944624662399292,kafka
2025-01-27 02:10:00,,INFO,GET request to /admin/dashboard succeeded. Response code: 200 OK. Response size: 1.2MB.,Neutral,0.29028841853141785,api
2025-01-27 02:16:00,,ERROR,Kubernetes encountered an issue. Exception: NullPointerException in thread 'main'.,Neutral,0.2948133647441864,unknown
2025-01-27 02:25:00,,INFO,Kubernetes pod scaled up successfully. New replicas: 5.,Positive,0.7399508357048035,unknown
2025-01-27 02:34:00,,ERROR,CPU usage is critically high: 70%. Immediate action required.,Neutral,0.35631728172302246,server
2025-01-27 03:00:00,,ERROR,Phone number 9123456789 could not be added due to a duplicate record conflict in the database.,Negative,0.44702622294425964,database
2025-01-27 03:06:00,,ERROR,Lambda function execution failed in AWS. Error: Invalid parameters provided.,Negative,0.5555519461631775,aws
2025-01-27 03:16:00,,INFO,User john.doe@example.com logged in from IP 192.168.0.223. Login duration: 10 minutes.,Negative,0.39645493030548096,logging
2025-01-27 03:21:00,,INFO,Azure operation completed successfully. Processed 1500 records in 2.35 seconds.,Positive,0.7276561260223389,unknown
2025-01-27 03:25:00,,INFO,Published message to topic 'topic_events' using Python. Message delivery confirmed after 10 retries.,Negative,0.2831364870071411,kafka
2025-01-27 03:33:00,,ERROR,Kubernetes pod crash detected. Pod ID: kube_pod12345.,Negative,0.5957058072090149,unknown
2025-01-27 03:37:00,,INFO,Published message to topic 'topic_transactions' using Airflow. Message delivery confirmed after 10 retries.,Negative,0.3288768529891968,kafka
2025-01-27 03:42:00,,INFO,Published message to topic 'topic_transactions' using Docker. Message delivery confirmed after 10 retries.,Negative,0.34720802307128906,kafka
2025-01-27 03:47:00,,ERROR,PUT request to /api/v1/users failed. Response code: 500 Internal Server Error. Error details: Missing authentication token.,Negative,0.7537094950675964,api
2025-01-27 03:52:00,,INFO,Published message to topic 'topic_events' using Python. Message delivery confirmed after 10 retries.,Negative,0.2831364870071411,kafka
2025-01-27 03:53:00,,INFO,CPU usage is 20%. Threshold not exceeded. System operating normally.,Neutral,0.41791146993637085,server
2025-01-27 04:01:00,,ERROR,Task 'task_api_sync' in DAG 'dag_sales_pipeline' failed after 3 retries. Error: Data validation error in step 2.,Negative,0.5088543891906738,airflow
2025-01-27 04:02:00,,ERROR,Disk usage is critically high: 45%. Threshold exceeded on volume /dev/sda1.,Negative,0.4309936463832855,server
2025-01-27 04:04:00,,INFO,Task 'task_api_sync' in DAG 'dag_data_ingestion' completed successfully in 45 seconds.,Positive,0.42206525802612305,airflow
2025-01-27 04:14:00,,ERROR,Docker container failed to start for service Kafka. Error log: Container crashed on startup.,Negative,0.7327999472618103,unknown
2025-01-27 04:16:00,,INFO,Phone number 9988776655 was successfully added to the system.,Positive,0.5713624954223633,unknown
2025-01-27 04:26:00,,INFO,Kubernetes operation completed successfully. Processed 1500 records in 2.35 seconds.,Positive,0.722551703453064,unknown
2025-01-27 05:00:00,,INFO,CPU usage is 27%. Threshold not exceeded. System operating normally.,Neutral,0.4267200529575348,server
2025-01-27 05:10:00,,INFO,Task 'task_etl' in DAG 'dag_user_sync' completed successfully in 45 seconds.,Positive,0.5123999714851379,airflow
2025-01-27 05:14:00,,ERROR,Lambda function execution failed in AWS. Error: Invalid parameters provided.,Negative,0.5555519461631775,aws
2025-01-27 05:16:00,,INFO,Lambda function executed successfully in AWS. Execution duration: 250ms.,Positive,0.5993630886077881,aws
2025-01-27 05:25:00,,INFO,User john.doe@example.com logged in from IP 192.168.0.188. Login duration: 10 minutes.,Negative,0.4025094509124756,logging
2025-01-27 05:29:00,,INFO,Lambda function executed successfully in AWS. Execution duration: 250ms.,Positive,0.5993630886077881,aws
2025-01-27 05:34:00,,INFO,Phone number 9988776655 was successfully added to the system.,Positive,0.5713624954223633,unknown
2025-01-27 05:44:00,,INFO,Docker container started successfully for service Docker. Container ID: abcd1234efgh5678.,Positive,0.5142743587493896,unknown
2025-01-27 05:54:00,,INFO,Task 'task_data_validation' in DAG 'dag_model_training' completed successfully in 45 seconds.,Positive,0.49735215306282043,airflow
2025-01-27 06:02:00,,INFO,AWS operation completed successfully. Processed 1500 records in 2.35 seconds.,Positive,0.7193359732627869,unknown
2025-01-27 06:04:00,,INFO,Lambda function executed successfully in AWS. Execution duration: 250ms.,Positive,0.5993630886077881,aws
2025-01-27 06:07:00,,ERROR,Failed to consume message from topic 'topic_events' using Kubernetes. Error: TimeoutException after 30 seconds.,Negative,0.6667993068695068,kafka
2025-01-27 06:16:00,,INFO,Kubernetes pod scaled up successfully. New replicas: 5.,Positive,0.7399508357048035,unknown
2025-01-27 06:18:00,,ERROR,Task 'task_model_training' in DAG 'dag_user_sync' failed after 3 retries. Error: Data validation error in step 2.,Negative,0.4644771218299866,airflow
2025-01-27 06:22:00,,ERROR,Disk usage is critically high: 34%. Threshold exceeded on volume /dev/sda1.,Negative,0.4205873906612396,server
2025-01-27 06:27:00,,INFO,Disk usage is 35%. Disk space within acceptable limits.,Negative,0.3204221725463867,server
2025-01-27 06:34:00,,INFO,Published message to topic 'topic_events' using Java. Message delivery confirmed after 10 retries.,Negative,0.28579145669937134,kafka
2025-01-27 07:00:00,,INFO,Kubernetes pod scaled up successfully. New replicas: 5.,Positive,0.7399508357048035,unknown
2025-01-27 07:07:00,,ERROR,Task 'task_model_training' in DAG 'dag_data_ingestion' failed after 3 retries. Error: Data validation error in step 2.,Negative,0.45745471119880676,airflow
2025-01-27 07:14:00,,INFO,Lambda function executed successfully in AWS. Execution duration: 250ms.,Positive,0.5993630886077881,aws
2025-01-27 07:18:00,,INFO,Disk usage is 67%. Disk space within acceptable limits.,Negative,0.3288046717643738,server
2025-01-27 07:26:00,,INFO,User john.doe@example.com logged in from IP 192.168.0.170. Login duration: 10 minutes.,Negative,0.39259418845176697,logging
2025-01-27 07:31:00,,INFO,Docker container started successfully for service Airflow. Container ID: abcd1234efgh5678.,Positive,0.5006253719329834,unknown
2025-01-27 07:41:00,,ERROR,Docker container failed to start for service Airflow. Error log: Container crashed on startup.,Negative,0.7636434435844421,unknown
2025-01-27 07:50:00,,INFO,CPU usage is 15%. Threshold not exceeded. System operating normally.,Neutral,0.4359675347805023,server
2025-01-27 07:53:00,,ERROR,Kafka encountered an issue. Exception: NullPointerException in thread 'main'.,Negative,0.3134286105632782,unknown
2025-01-27 08:02:00,,ERROR,Docker encountered an issue. Exception: NullPointerException in thread 'main'.,Negative,0.3186573386192322,unknown
2025-01-27 08:12:00,,INFO,User alice.smith@test.com logged in from IP 192.168.0.135. Login duration: 10 minutes.,Negative,0.3156077563762665,logging
2025-01-27 08:19:00,,INFO,Kubernetes pod scaled up successfully. New replicas: 5.,Positive,0.7399508357048035,unknown
2025-01-27 08:21:00,,INFO,Task 'task_data_validation' in DAG 'dag_user_sync' completed successfully in 45 seconds.,Positive,0.47446781396865845,airflow
2025-01-27 08:30:00,,ERROR,CPU usage is critically high: 57%. Immediate action required.,Neutral,0.3365863263607025,server
2025-01-27 08:32:00,,INFO,Docker operation completed successfully. Processed 1500 records in 2.35 seconds.,Positive,0.7248877286911011,unknown
2025-01-27 08:36:00,,ERROR,Disk usage is critically high: 41%. Threshold exceeded on volume /dev/sda1.,Negative,0.4150583744049072,server
2025-01-27 08:38:00,,ERROR,CPU usage is critically high: 77%. Immediate action required.,Neutral,0.34598061442375183,server
2025-01-27 09:00:00,,INFO,Lambda function executed successfully in AWS. Execution duration: 250ms.,Positive,0.5993630886077881,aws
2025-01-27 09:04:00,,INFO,Task 'task_api_sync' in DAG 'dag_data_ingestion' completed successfully in 45 seconds.,Positive,0.42206525802612305,airflow
2025-01-27 09:05:00,,INFO,Docker container started successfully for service Azure. Container ID: abcd1234efgh5678.,Positive,0.5032200217247009,unknown
2025-01-27 09:12:00,,ERROR,Lambda function execution failed in AWS. Error: Invalid parameters provided.,Negative,0.5555519461631775,aws
2025-01-27 09:19:00,,ERROR,PATCH request to /api/v2/transactions failed. Response code: 500 Internal Server Error. Error details: Missing authentication token.,Negative,0.6864983439445496,database
2025-01-27 09:27:00,,INFO,Lambda function executed successfully in AWS. Execution duration: 250ms.,Positive,0.5993630886077881,aws
2025-01-27 09:29:00,,INFO,CPU usage is 84%. Threshold not exceeded. System operating normally.,Neutral,0.3776931166648865,server
2025-01-27 09:35:00,,INFO,Phone number 9876543210 was successfully added to the system.,Positive,0.6177730560302734,unknown
2025-01-27 09:38:00,,INFO,Lambda function executed successfully in AWS. Execution duration: 250ms.,Positive,0.5993630886077881,aws
2025-01-27 09:44:00,,ERROR,Task 'task_api_sync' in DAG 'dag_user_sync' failed after 3 retries. Error: Data validation error in step 2.,Negative,0.5205106139183044,airflow
2025-01-27 09:46:00,,ERROR,Phone number 9876543210 could not be added due to a duplicate record conflict in the database.,Negative,0.4765889644622803,database
2025-01-27 09:47:00,,INFO,Task 'task_model_training' in DAG 'dag_model_training' completed successfully in 45 seconds.,Positive,0.5338312387466431,airflow
2025-01-27 09:53:00,,INFO,Disk usage is 60%. Disk space within acceptable limits.,Negative,0.3256831467151642,server
2025-01-27 09:54:00,,ERROR,Kubernetes encountered an issue. Exception: NullPointerException in thread 'main'.,Neutral,0.2948133647441864,unknown
2025-01-27 10:02:00,,ERROR,Task 'task_model_training' in DAG 'dag_sales_pipeline' failed after 3 retries. Error: Data validation error in step 2.,Negative,0.48044219613075256,airflow
2025-01-27 10:08:00,,INFO,Docker container started successfully for service AWS. Container ID: abcd1234efgh5678.,Positive,0.5011995434761047,unknown
2025-01-27 10:18:00,,INFO,Docker container started successfully for service Java. Container ID: abcd1234efgh5678.,Positive,0.4778401553630829,unknown
2025-01-27 11:00:00,,ERROR,Azure encountered an issue. Exception: NullPointerException in thread 'main'.,Negative,0.32370516657829285,unknown
2025-01-27 11:08:00,,INFO,Kubernetes operation completed successfully. Processed 1500 records in 2.35 seconds.,Positive,0.722551703453064,unknown
2025-01-27 11:12:00,,INFO,Task 'task_api_sync' in DAG 'dag_model_training' completed successfully in 45 seconds.,Positive,0.5013518929481506,airflow
2025-01-27 11:22:00,,INFO,PUT request to /api/v1/users succeeded. Response code: 200 OK. Response size: 1.2MB.,Negative,0.24844972789287567,api
2025-01-27 11:28:00,,INFO,GET request to /api/v2/transactions succeeded. Response code: 200 OK. Response size: 1.2MB.,Neutral,0.2660682797431946,database
2025-01-27 11:31:00,,INFO,PUT request to /api/v1/orders succeeded. Response code: 200 OK. Response size: 1.2MB.,Negative,0.25928232073783875,api
2025-01-27 11:39:00,,INFO,Disk usage is 35%. Disk space within acceptable limits.,Negative,0.3204221725463867,server
2025-01-27 11:43:00,,INFO,AWS operation completed successfully. Processed 1500 records in 2.35 seconds.,Positive,0.7193359732627869,unknown
2025-01-27 11:46:00,,INFO,User alice.smith@test.com logged in from IP 192.168.0.63. Login duration: 10 minutes.,Negative,0.3093337118625641,logging
2025-01-27 11:52:00,,INFO,Phone number 9876543210 was successfully added to the system.,Positive,0.6177730560302734,unknown
2025-01-27 11:58:00,,INFO,Docker container started successfully for service Azure. Container ID: abcd1234efgh5678.,Positive,0.5032200217247009,unknown
2025-01-27 12:07:00,,INFO,Disk usage is 93%. Disk space within acceptable limits.,Negative,0.37695908546447754,server
2025-01-27 12:10:00,,INFO,Lambda function executed successfully in AWS. Execution duration: 250ms.,Positive,0.5993630886077881,aws
2025-01-27 12:14:00,,ERROR,Failed to consume message from topic 'topic_transactions' using Azure. Error: TimeoutException after 30 seconds.,Negative,0.7008962035179138,kafka
2025-01-27 12:19:00,,INFO,User user123@domain.org logged in from IP 192.168.0.224. Login duration: 10 minutes.,Negative,0.44632259011268616,logging
2025-01-27 12:24:00,,INFO,Lambda function executed successfully in AWS. Execution duration: 250ms.,Positive,0.5993630886077881,aws
2025-01-27 12:31:00,,ERROR,Failed to consume message from topic 'topic_events' using Java. Error: TimeoutException after 30 seconds.,Negative,0.6432079672813416,kafka
2025-01-27 13:00:00,,INFO,Phone number 9876543210 was successfully added to the system.,Positive,0.6177730560302734,unknown
2025-01-27 13:09:00,,ERROR,CPU usage is critically high: 74%. Immediate action required.,Neutral,0.3239193856716156,server
2025-01-27 13:17:00,,ERROR,Phone number 9876543210 could not be added due to a duplicate record conflict in the database.,Negative,0.4765889644622803,database
2025-01-27 13:18:00,,INFO,Java operation completed successfully. Processed 1500 records in 2.35 seconds.,Positive,0.7265458106994629,unknown
2025-01-27 13:27:00,,ERROR,Docker container failed to start for service Docker. Error log: Container crashed on startup.,Negative,0.7398056387901306,unknown
2025-01-27 13:28:00,,ERROR,Disk usage is critically high: 73%. Threshold exceeded on volume /dev/sda1.,Negative,0.4395201504230499,server
2025-01-27 13:29:00,,INFO,Docker container started successfully for service AWS. Container ID: abcd1234efgh5678.,Positive,0.5011995434761047,unknown
2025-01-27 13:31:00,,ERROR,DELETE request to /api/v2/transactions failed. Response code: 500 Internal Server Error. Error details: Missing authentication token.,Negative,0.7436288595199585,database
2025-01-27 13:36:00,,INFO,Lambda function executed successfully in AWS. Execution duration: 250ms.,Positive,0.5993630886077881,aws
2025-01-27 13:42:00,,INFO,Lambda function executed successfully in AWS. Execution duration: 250ms.,Positive,0.5993630886077881,aws
2025-01-27 13:46:00,,ERROR,Phone number 9123456789 could not be added due to a duplicate record conflict in the database.,Negative,0.44702622294425964,database
2025-01-27 13:56:00,,INFO,CPU usage is 61%. Threshold not exceeded. System operating normally.,Neutral,0.4053385257720947,server
2025-01-27 14:03:00,,ERROR,CPU usage is critically high: 75%. Immediate action required.,Neutral,0.34896939992904663,server
2025-01-27 14:13:00,,ERROR,Kubernetes pod crash detected. Pod ID: kube_pod12345.,Negative,0.5957058072090149,unknown
2025-01-27 14:17:00,,ERROR,Airflow encountered an issue. Exception: NullPointerException in thread 'main'.,Neutral,0.3167465627193451,unknown
2025-01-27 14:27:00,,INFO,CPU usage is 14%. Threshold not exceeded. System operating normally.,Neutral,0.41009747982025146,server
2025-01-27 14:30:00,,INFO,Phone number 9988776655 was successfully added to the system.,Positive,0.5713624954223633,unknown
2025-01-27 15:00:00,,ERROR,CPU usage is critically high: 86%. Immediate action required.,Neutral,0.33490994572639465,server
2025-01-27 15:09:00,,ERROR,GET request to /api/v1/orders failed. Response code: 500 Internal Server Error. Error details: Missing authentication token.,Negative,0.7382317781448364,api
2025-01-27 15:13:00,,ERROR,Kafka encountered an issue. Exception: NullPointerException in thread 'main'.,Negative,0.3134286105632782,unknown
2025-01-27 15:20:00,,INFO,Kafka operation completed successfully. Processed 1500 records in 2.35 seconds.,Positive,0.709900438785553,unknown
2025-01-27 15:25:00,,INFO,Task 'task_data_validation' in DAG 'dag_user_sync' completed successfully in 45 seconds.,Positive,0.47446781396865845,airflow
2025-01-27 15:29:00,,INFO,Kubernetes pod scaled up successfully. New replicas: 5.,Positive,0.7399508357048035,unknown
2025-01-27 15:30:00,,INFO,Kubernetes pod scaled up successfully. New replicas: 5.,Positive,0.7399508357048035,unknown
2025-01-27 15:39:00,,ERROR,CPU usage is critically high: 74%. Immediate action required.,Neutral,0.3239193856716156,server
2025-01-27 15:49:00,,INFO,Java operation completed successfully. Processed 1500 records in 2.35 seconds.,Positive,0.7265458106994629,unknown
2025-01-27 15:59:00,,INFO,Disk usage is 72%. Disk space within acceptable limits.,Negative,0.36251214146614075,server
2025-01-27 16:02:00,,INFO,Docker container started successfully for service Airflow. Container ID: abcd1234efgh5678.,Positive,0.5006253719329834,unknown
2025-01-27 16:05:00,,INFO,PATCH request to /admin/dashboard succeeded. Response code: 200 OK. Response size: 1.2MB.,Neutral,0.2939450144767761,unknown
2025-01-27 16:07:00,,ERROR,Phone number 9123456789 could not be added due to a duplicate record conflict in the database.,Negative,0.44702622294425964,database
2025-01-27 16:17:00,,INFO,Kubernetes pod scaled up successfully. New replicas: 5.,Positive,0.7399508357048035,unknown
2025-01-27 16:27:00,,ERROR,PUT request to /api/v2/transactions failed. Response code: 500 Internal Server Error. Error details: Missing authentication token.,Negative,0.7396432757377625,database
2025-01-27 16:29:00,,INFO,Airflow operation completed successfully. Processed 1500 records in 2.35 seconds.,Positive,0.7164777517318726,unknown
2025-01-27 16:33:00,,ERROR,DELETE request to /admin/dashboard failed. Response code: 500 Internal Server Error. Error details: Missing authentication token.,Negative,0.7517346143722534,api
2025-01-27 17:00:00,,INFO,Java operation completed successfully. Processed 1500 records in 2.35 seconds.,Positive,0.7265458106994629,unknown
2025-01-27 17:09:00,,INFO,Docker container started successfully for service AWS. Container ID: abcd1234efgh5678.,Positive,0.5011995434761047,unknown
2025-01-27 17:19:00,,ERROR,Docker container failed to start for service Python. Error log: Container crashed on startup.,Negative,0.7345687747001648,unknown
2025-01-27 17:21:00,,INFO,POST request to /admin/dashboard succeeded. Response code: 200 OK. Response size: 1.2MB.,Neutral,0.28708988428115845,unknown
2025-01-27 17:29:00,,INFO,Lambda function executed successfully in AWS. Execution duration: 250ms.,Positive,0.5993630886077881,aws
2025-01-27 17:35:00,,ERROR,CPU usage is critically high: 81%. Immediate action required.,Neutral,0.32213565707206726,server
2025-01-27 17:40:00,,INFO,Disk usage is 88%. Disk space within acceptable limits.,Negative,0.3756941854953766,server
2025-01-27 17:45:00,,INFO,Kubernetes pod scaled up successfully. New replicas: 5.,Positive,0.7399508357048035,unknown
2025-01-27 17:49:00,,ERROR,Lambda function execution failed in AWS. Error: Invalid parameters provided.,Negative,0.5555519461631775,aws
2025-01-27 17:57:00,,INFO,Lambda function executed successfully in AWS. Execution duration: 250ms.,Positive,0.5993630886077881,aws
2025-01-27 18:06:00,,INFO,CPU usage is 31%. Threshold not exceeded. System operating normally.,Neutral,0.39846351742744446,server
2025-01-27 18:12:00,,ERROR,Disk usage is critically high: 50%. Threshold exceeded on volume /dev/sda1.,Negative,0.42377015948295593,server
2025-01-27 18:22:00,,INFO,Docker container started successfully for service Java. Container ID: abcd1234efgh5678.,Positive,0.4778401553630829,unknown
2025-01-27 18:30:00,,INFO,Disk usage is 39%. Disk space within acceptable limits.,Negative,0.3498116135597229,server
2025-01-27 18:38:00,,INFO,Disk usage is 81%. Disk space within acceptable limits.,Negative,0.35179251432418823,server
2025-01-27 18:43:00,,INFO,Docker operation completed successfully. Processed 1500 records in 2.35 seconds.,Positive,0.7248877286911011,unknown
2025-01-27 18:50:00,,ERROR,CPU usage is critically high: 66%. Immediate action required.,Neutral,0.3438044786453247,server
